year,date,city,venue,teams,match_number,stage,toss_winner,toss_decision,first_inning_runs,first_inning_overs,first_inning_wickets,second_inning_runs,second_inning_overs,second_inning_wickets,winner,won_by_runs,won_by_wickets,player_of_match,super_over
2013,2013-04-30,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Chennai Super Kings""}",42,,Chennai Super Kings,bat,164,20,3,127,20,9,Chennai Super Kings,37,,"{""MS Dhoni""}",f
2013,2013-05-01,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Mumbai Indians""}",43,,Mumbai Indians,bat,129,20,4,130,18,3,Sunrisers Hyderabad,,7,"{""I Sharma""}",f
2013,2013-05-01,Raipur,Shaheed Veer Narayan Singh International Stadium,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",44,,Kolkata Knight Riders,bat,136,20,7,137,17.5,3,Delhi Daredevils,,7,"{""DA Warner""}",f
2013,2013-05-02,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Royal Challengers Bangalore""}",46,,Royal Challengers Bangalore,bat,187,20,3,170,20,9,Royal Challengers Bangalore,17,,"{""AB de Villiers""}",f
2013,2013-05-02,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Punjab Kings""}",45,,Chennai Super Kings,bat,186,20,4,171,20,6,Chennai Super Kings,15,,"{""SK Raina""}",f
2013,2013-05-03,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",47,,Rajasthan Royals,bat,132,20,6,133,17.2,2,Kolkata Knight Riders,,8,"{""YK Pathan""}",f
2013,2013-05-04,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Delhi Daredevils""}",48,,Delhi Daredevils,bat,80,19.1,10,81,14,4,Sunrisers Hyderabad,,6,"{""DJG Sammy""}",f
2013,2013-05-05,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Pune Warriors""}",50,,Pune Warriors,bat,178,20,4,182,19.5,5,Rajasthan Royals,,5,"{""AM Rahane""}",f
2013,2013-05-05,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",49,,Mumbai Indians,bat,139,20,5,79,15.2,10,Mumbai Indians,60,,"{""MG Johnson""}",f
2013,2013-05-06,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Royal Challengers Bangalore""}",51,,Punjab Kings,field,190,20,3,194,18,4,Punjab Kings,,6,"{""DA Miller""}",f
2013,2013-05-07,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",53,,Mumbai Indians,bat,170,20,6,105,18.2,10,Mumbai Indians,65,,"{""SR Tendulkar""}",f
2013,2013-05-07,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Delhi Daredevils""}",52,,Delhi Daredevils,bat,154,20,4,155,17.5,1,Rajasthan Royals,,9,"{""AM Rahane""}",f
2013,2013-05-08,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Chennai Super Kings""}",54,,Sunrisers Hyderabad,field,223,20,3,146,20,8,Chennai Super Kings,77,,"{""SK Raina""}",f
2013,2013-05-09,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Kolkata Knight Riders""}",56,,Kolkata Knight Riders,bat,152,20,6,106,19.3,10,Kolkata Knight Riders,46,,"{""G Gambhir""}",f
2013,2013-05-09,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Rajasthan Royals""}",55,,Rajasthan Royals,field,145,20,6,147,19,2,Rajasthan Royals,,8,"{""KK Cooper""}",f
2013,2013-05-10,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",57,,Delhi Daredevils,field,183,20,4,179,20,7,Royal Challengers Bangalore,4,,"{""JD Unadkat""}",f
2013,2013-05-11,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Sunrisers Hyderabad""}",59,,Punjab Kings,field,150,20,7,120,20,9,Sunrisers Hyderabad,30,,"{""PA Patel""}",f
2013,2013-05-11,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Mumbai Indians""}",58,,Pune Warriors,bat,112,20,8,116,18.5,5,Mumbai Indians,,5,"{""MG Johnson""}",f
2013,2013-05-12,Ranchi,JSCA International Stadium Complex,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",60,,Kolkata Knight Riders,field,115,20,9,116,19.2,5,Kolkata Knight Riders,,5,"{""JH Kallis""}",f
2013,2013-05-12,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Chennai Super Kings""}",61,,Rajasthan Royals,field,141,20,4,144,17.1,5,Rajasthan Royals,,5,"{""SR Watson""}",f
2013,2013-05-13,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",62,,Sunrisers Hyderabad,bat,178,20,3,184,19.3,4,Mumbai Indians,,7,"{""KA Pollard""}",f
2013,2013-05-14,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",63,,Punjab Kings,field,174,20,5,176,18.1,3,Punjab Kings,,7,"{""AC Gilchrist""}",f
2013,2013-05-14,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Delhi Daredevils""}",64,,Chennai Super Kings,bat,168,20,4,135,20,9,Chennai Super Kings,33,,"{""MS Dhoni""}",f
2013,2013-05-15,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",66,,Rajasthan Royals,field,166,20,8,152,20,7,Mumbai Indians,14,,"{""AP Tare""}",f
2013,2013-05-15,Ranchi,JSCA International Stadium Complex,"{""Kolkata Knight Riders"",""Pune Warriors""}",65,,Kolkata Knight Riders,field,170,20,4,163,20,7,Pune Warriors,7,,"{""MK Pandey""}",f
2013,2013-05-16,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Delhi Daredevils""}",67,,Delhi Daredevils,field,171,20,4,164,20,7,Punjab Kings,7,,"{""DA Miller""}",f
2013,2013-05-17,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Rajasthan Royals""}",68,,Sunrisers Hyderabad,bat,136,20,9,113,20,9,Sunrisers Hyderabad,23,,"{""A Mishra""}",f
2013,2013-05-18,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",70,,Chennai Super Kings,field,106,8,2,82,8,6,Royal Challengers Bangalore,24,,"{""V Kohli""}",f
2013,2013-05-18,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Mumbai Indians""}",69,,Mumbai Indians,field,183,20,8,133,19.1,9,Punjab Kings,50,,"{""Azhar Mahmood""}",f
2013,2013-05-19,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",72,,Kolkata Knight Riders,bat,130,20,7,132,18.5,5,Sunrisers Hyderabad,,5,"{""PA Patel""}",f
2013,2013-05-19,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Delhi Daredevils""}",71,,Pune Warriors,bat,172,20,5,134,20,9,Pune Warriors,38,,"{""LJ Wright""}",f
2013,2013-05-21,Delhi,Feroz Shah Kotla,"{""Chennai Super Kings"",""Mumbai Indians""}",,Qualifier 1,Chennai Super Kings,bat,192,20,1,144,18.4,10,Chennai Super Kings,48,,"{""MEK Hussey""}",f
2013,2013-05-22,Delhi,Feroz Shah Kotla,"{""Rajasthan Royals"",""Sunrisers Hyderabad""}",,Eliminator,Sunrisers Hyderabad,bat,132,20,7,135,19.2,6,Rajasthan Royals,,4,"{""BJ Hodge""}",f
2013,2013-05-24,Kolkata,Eden Gardens,"{""Mumbai Indians"",""Rajasthan Royals""}",,Qualifier 2,Rajasthan Royals,bat,165,20,6,169,19.5,6,Mumbai Indians,,4,"{""Harbhajan Singh""}",f
2013,2013-05-26,Kolkata,Eden Gardens,"{""Chennai Super Kings"",""Mumbai Indians""}",,Final,Mumbai Indians,bat,148,20,9,125,20,9,Mumbai Indians,23,,"{""KA Pollard""}",f
2014,2014-04-16,Abu Dhabi,Sheikh Zayed Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",1,,Kolkata Knight Riders,bat,163,20,5,122,20,7,Kolkata Knight Riders,41,,"{""JH Kallis""}",f
2014,2014-04-17,,Sharjah Cricket Stadium,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",2,,Royal Challengers Bangalore,field,145,20,4,146,16.5,2,Royal Challengers Bangalore,,8,"{""YS Chahal""}",f
2014,2014-04-18,Abu Dhabi,Sheikh Zayed Stadium,"{""Chennai Super Kings"",""Punjab Kings""}",3,,Chennai Super Kings,bat,205,20,4,206,18.5,4,Punjab Kings,,6,"{""GJ Maxwell""}",f
2014,2014-04-18,Abu Dhabi,Sheikh Zayed Stadium,"{""Sunrisers Hyderabad"",""Rajasthan Royals""}",4,,Rajasthan Royals,field,133,20,6,135,19.3,6,Rajasthan Royals,,4,"{""AM Rahane""}",f
2014,2014-04-19,,Dubai International Cricket Stadium,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",6,,Kolkata Knight Riders,bat,166,20,5,167,19.3,6,Delhi Daredevils,,4,"{""JP Duminy""}",f
2014,2014-04-19,,Dubai International Cricket Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",5,,Royal Challengers Bangalore,field,115,20,9,116,17.3,3,Royal Challengers Bangalore,,7,"{""PA Patel""}",f
2014,2014-04-20,,Sharjah Cricket Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",7,,Punjab Kings,field,191,20,5,193,18.4,3,Punjab Kings,,7,"{""GJ Maxwell""}",f
2014,2014-04-21,Abu Dhabi,Sheikh Zayed Stadium,"{""Chennai Super Kings"",""Delhi Daredevils""}",8,,Chennai Super Kings,bat,177,20,7,84,15.4,9,Chennai Super Kings,93,,"{""SK Raina""}",f
2014,2014-04-22,,Sharjah Cricket Stadium,"{""Punjab Kings"",""Sunrisers Hyderabad""}",9,,Sunrisers Hyderabad,field,193,20,6,121,19.2,10,Punjab Kings,72,,"{""GJ Maxwell""}",f
2014,2014-04-23,,Dubai International Cricket Stadium,"{""Rajasthan Royals"",""Chennai Super Kings""}",10,,Rajasthan Royals,field,140,20,6,133,19.5,10,Chennai Super Kings,7,,"{""RA Jadeja""}",f
2014,2014-04-24,,Sharjah Cricket Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",11,,Royal Challengers Bangalore,field,150,20,7,148,20,5,Kolkata Knight Riders,2,,"{""CA Lynn""}",f
2014,2014-04-25,,Dubai International Cricket Stadium,"{""Chennai Super Kings"",""Mumbai Indians""}",13,,Mumbai Indians,bat,141,20,7,142,19,3,Chennai Super Kings,,7,"{""MM Sharma""}",f
2014,2014-04-25,,Dubai International Cricket Stadium,"{""Sunrisers Hyderabad"",""Delhi Daredevils""}",12,,Sunrisers Hyderabad,bat,184,20,1,180,20,4,Sunrisers Hyderabad,4,,"{""AJ Finch""}",f
2014,2014-04-26,Abu Dhabi,Sheikh Zayed Stadium,"{""Kolkata Knight Riders"",""Punjab Kings""}",15,,Kolkata Knight Riders,field,132,20,9,109,18.3,10,Punjab Kings,23,,"{""Sandeep Sharma""}",f
2014,2014-04-26,Abu Dhabi,Sheikh Zayed Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",14,,Rajasthan Royals,field,70,15,10,71,13,4,Rajasthan Royals,,6,"{""PV Tambe""}",f
2014,2014-04-27,,Sharjah Cricket Stadium,"{""Sunrisers Hyderabad"",""Chennai Super Kings""}",17,,Sunrisers Hyderabad,bat,145,20,5,146,19.3,5,Chennai Super Kings,,5,"{""DR Smith""}",f
2014,2014-04-27,,Sharjah Cricket Stadium,"{""Delhi Daredevils"",""Mumbai Indians""}",16,,Mumbai Indians,bat,125,20,7,126,18.5,4,Delhi Daredevils,,6,"{""M Vijay""}",f
2014,2014-04-28,,Dubai International Cricket Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",18,,Punjab Kings,field,124,20,8,127,19,5,Punjab Kings,,5,"{""Sandeep Sharma""}",f
2014,2014-04-29,Abu Dhabi,Sheikh Zayed Stadium,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",19,,Rajasthan Royals,bat,152,20,5,152,20,8,Rajasthan Royals,,,"{""JP Faulkner""}",t
2014,2014-04-30,,Dubai International Cricket Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",20,,Mumbai Indians,field,172,20,5,157,20,7,Sunrisers Hyderabad,15,,"{""B Kumar""}",f
2014,2014-05-02,Ranchi,JSCA International Stadium Complex,"{""Chennai Super Kings"",""Kolkata Knight Riders""}",21,,Chennai Super Kings,bat,148,17,3,114,17,9,Chennai Super Kings,34,,"{""RA Jadeja""}",f
2014,2014-05-03,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",22,,Punjab Kings,bat,168,20,5,170,19.1,5,Mumbai Indians,,5,"{""CJ Anderson""}",f
2014,2014-05-03,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rajasthan Royals""}",23,,Rajasthan Royals,field,152,20,5,156,18.3,3,Rajasthan Royals,,7,"{""KK Nair""}",f
2014,2014-05-04,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Sunrisers Hyderabad""}",24,,Royal Challengers Bangalore,field,155,20,6,158,19.5,6,Royal Challengers Bangalore,,4,"{""AB de Villiers""}",f
2014,2014-05-05,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Chennai Super Kings""}",26,,Chennai Super Kings,field,178,20,5,181,19.4,2,Chennai Super Kings,,8,"{""DR Smith""}",f
2014,2014-05-05,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Kolkata Knight Riders""}",25,,Kolkata Knight Riders,field,170,20,6,160,20,6,Rajasthan Royals,10,,"{""PV Tambe""}",f
2014,2014-05-06,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",27,,Royal Challengers Bangalore,field,187,20,5,168,20,8,Mumbai Indians,19,,"{""RG Sharma""}",f
2014,2014-05-07,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",28,,Delhi Daredevils,bat,160,20,5,161,18.2,2,Kolkata Knight Riders,,8,"{""G Gambhir""}",f
2014,2014-05-07,Cuttack,Barabati Stadium,"{""Punjab Kings"",""Chennai Super Kings""}",29,,Chennai Super Kings,field,231,20,4,187,20,6,Punjab Kings,44,,"{""GJ Maxwell""}",f
2014,2014-05-08,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Sunrisers Hyderabad""}",30,,Rajasthan Royals,field,134,20,9,102,19.5,10,Sunrisers Hyderabad,32,,"{""B Kumar""}",f
2014,2014-05-09,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",31,,Royal Challengers Bangalore,field,198,20,8,166,20,9,Punjab Kings,32,,"{""Sandeep Sharma""}",f
2014,2014-05-10,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",33,,Chennai Super Kings,field,157,20,6,160,19.4,6,Chennai Super Kings,,4,"{""DR Smith""}",f
2014,2014-05-10,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",32,,Sunrisers Hyderabad,field,143,20,7,44,4.2,2,Sunrisers Hyderabad,,8,"{""DW Steyn""}",f
2014,2014-05-11,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rajasthan Royals""}",35,,Royal Challengers Bangalore,bat,190,20,5,191,19,5,Rajasthan Royals,,5,"{""JP Faulkner""}",f
2014,2014-05-11,Cuttack,Barabati Stadium,"{""Punjab Kings"",""Kolkata Knight Riders""}",34,,Kolkata Knight Riders,field,149,20,8,150,18,1,Kolkata Knight Riders,,9,"{""G Gambhir""}",f
2014,2014-05-12,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Mumbai Indians""}",36,,Sunrisers Hyderabad,bat,157,20,3,160,18.4,3,Mumbai Indians,,7,"{""AT Rayudu""}",f
2014,2014-05-13,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",38,,Delhi Daredevils,field,186,20,4,170,20,7,Royal Challengers Bangalore,16,,"{""Yuvraj Singh""}",f
2014,2014-05-13,Ranchi,JSCA International Stadium Complex,"{""Chennai Super Kings"",""Rajasthan Royals""}",37,,Rajasthan Royals,bat,148,20,8,149,19.4,5,Chennai Super Kings,,5,"{""RA Jadeja""}",f
2014,2014-05-14,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Punjab Kings""}",39,,Punjab Kings,field,205,20,5,211,18.4,4,Punjab Kings,,6,"{""WP Saha""}",f
2014,2014-05-14,Cuttack,Barabati Stadium,"{""Kolkata Knight Riders"",""Mumbai Indians""}",40,,Kolkata Knight Riders,field,141,20,5,142,18.4,4,Kolkata Knight Riders,,6,"{""RV Uthappa""}",f
2014,2014-05-15,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Delhi Daredevils""}",41,,Delhi Daredevils,field,201,20,6,139,20,9,Rajasthan Royals,62,,"{""AM Rahane""}",f
2014,2014-05-18,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",43,,Sunrisers Hyderabad,bat,142,20,8,146,19.4,3,Kolkata Knight Riders,,7,"{""UT Yadav""}",f
2014,2014-05-18,Ranchi,JSCA International Stadium Complex,"{""Chennai Super Kings"",""Royal Challengers Bangalore""}",42,,Chennai Super Kings,bat,138,20,4,142,19.5,5,Royal Challengers Bangalore,,5,"{""AB de Villiers""}",f
2014,2014-05-19,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",45,,Punjab Kings,field,164,20,7,165,19.4,6,Punjab Kings,,4,"{""AR Patel""}",f
2014,2014-05-19,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Mumbai Indians""}",44,,Mumbai Indians,bat,178,20,3,153,20,8,Mumbai Indians,25,,"{""MEK Hussey""}",f
2014,2014-05-20,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",46,,Royal Challengers Bangalore,bat,160,20,6,161,19.4,3,Sunrisers Hyderabad,,7,"{""DA Warner""}",f
2014,2014-05-20,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",47,,Kolkata Knight Riders,field,154,20,4,156,18,2,Kolkata Knight Riders,,8,"{""RV Uthappa""}",f
2014,2014-05-21,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Mumbai Indians""}",48,,Mumbai Indians,field,156,20,8,159,19,3,Mumbai Indians,,7,"{""LMP Simmons""}",f
2014,2014-05-22,Ranchi,JSCA International Stadium Complex,"{""Chennai Super Kings"",""Sunrisers Hyderabad""}",50,,Sunrisers Hyderabad,field,185,20,3,189,19.4,4,Sunrisers Hyderabad,,6,"{""DA Warner""}",f
2014,2014-05-22,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",49,,Royal Challengers Bangalore,field,195,20,4,165,20,5,Kolkata Knight Riders,30,,"{""RV Uthappa""}",f
2014,2014-05-23,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",51,,Delhi Daredevils,field,173,19.4,10,158,20,4,Mumbai Indians,15,,"{""MEK Hussey""}",f
2014,2014-05-23,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Rajasthan Royals""}",52,,Rajasthan Royals,field,179,20,4,163,20,8,Punjab Kings,16,,"{""SE Marsh""}",f
2014,2014-05-24,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",54,,Kolkata Knight Riders,field,160,20,7,161,14.3,6,Kolkata Knight Riders,,4,"{""YK Pathan""}",f
2014,2014-05-24,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",53,,Chennai Super Kings,field,154,20,6,160,17.4,2,Chennai Super Kings,,8,"{""MS Dhoni""}",f
2014,2014-05-25,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",56,,Mumbai Indians,field,189,20,4,195,14.4,5,Mumbai Indians,,5,"{""CJ Anderson""}",f
2014,2014-05-25,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Delhi Daredevils""}",55,,Punjab Kings,field,115,18.1,10,119,13.5,3,Punjab Kings,,7,"{""M Vohra""}",f
2014,2014-05-27,Kolkata,Eden Gardens,"{""Punjab Kings"",""Kolkata Knight Riders""}",,Qualifier 1,Punjab Kings,field,163,20,8,135,20,8,Kolkata Knight Riders,28,,"{""UT Yadav""}",f
2014,2014-05-28,Mumbai,Brabourne Stadium,"{""Chennai Super Kings"",""Mumbai Indians""}",,Eliminator,Chennai Super Kings,field,173,20,8,176,18.5,3,Chennai Super Kings,,7,"{""SK Raina""}",f
2014,2014-05-30,Mumbai,Wankhede Stadium,"{""Chennai Super Kings"",""Punjab Kings""}",,Qualifier 2,Chennai Super Kings,field,226,20,6,202,20,7,Punjab Kings,24,,"{""V Sehwag""}",f
2014,2014-06-01,Bangalore,M Chinnaswamy Stadium,"{""Kolkata Knight Riders"",""Punjab Kings""}",,Final,Kolkata Knight Riders,field,199,20,4,200,19.3,7,Kolkata Knight Riders,,3,"{""MK Pandey""}",f
2015,2015-04-08,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",1,,Kolkata Knight Riders,field,168,20,3,170,18.3,3,Kolkata Knight Riders,,7,"{""M Morkel""}",f
2015,2015-04-09,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Delhi Daredevils""}",2,,Delhi Daredevils,field,150,20,7,149,20,9,Chennai Super Kings,1,,"{""A Nehra""}",f
2015,2015-04-10,Pune,Maharashtra Cricket Association Stadium,"{""Punjab Kings"",""Rajasthan Royals""}",3,,Punjab Kings,field,162,20,7,136,20,8,Rajasthan Royals,26,,"{""JP Faulkner""}",f
2015,2015-04-11,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Sunrisers Hyderabad""}",4,,Chennai Super Kings,bat,209,20,4,164,20,6,Chennai Super Kings,45,,"{""BB McCullum""}",f
2015,2015-04-11,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",5,,Royal Challengers Bangalore,field,177,20,6,179,19,7,Royal Challengers Bangalore,,3,"{""CH Gayle""}",f
2015,2015-04-12,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rajasthan Royals""}",6,,Rajasthan Royals,field,184,20,3,186,20,7,Rajasthan Royals,,3,"{""DJ Hooda""}",f
2015,2015-04-12,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",7,,Mumbai Indians,field,177,20,5,159,20,7,Punjab Kings,18,,"{""GJ Bailey""}",f
2015,2015-04-13,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Sunrisers Hyderabad""}",8,,Sunrisers Hyderabad,field,166,19.5,10,172,17.2,2,Sunrisers Hyderabad,,8,"{""DA Warner""}",f
2015,2015-04-14,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Mumbai Indians""}",9,,Mumbai Indians,bat,164,20,6,165,19.1,3,Rajasthan Royals,,7,"{""SPD Smith""}",f
2015,2015-04-15,Pune,Maharashtra Cricket Association Stadium,"{""Punjab Kings"",""Delhi Daredevils""}",10,,Punjab Kings,bat,165,20,7,169,19.5,5,Delhi Daredevils,,5,"{""MA Agarwal""}",f
2015,2015-04-16,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Sunrisers Hyderabad"",""Rajasthan Royals""}",11,,Rajasthan Royals,field,127,20,5,131,20,4,Rajasthan Royals,,6,"{""AM Rahane""}",f
2015,2015-04-17,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",12,,Mumbai Indians,bat,183,20,7,189,16.5,4,Chennai Super Kings,,6,"{""A Nehra""}",f
2015,2015-04-18,Pune,Maharashtra Cricket Association Stadium,"{""Punjab Kings"",""Kolkata Knight Riders""}",14,,Kolkata Knight Riders,field,155,20,9,159,17.5,6,Kolkata Knight Riders,,4,"{""AD Russell""}",f
2015,2015-04-18,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Sunrisers Hyderabad"",""Delhi Daredevils""}",13,,Delhi Daredevils,bat,167,20,4,163,20,8,Delhi Daredevils,4,,"{""JP Duminy""}",f
2015,2015-04-19,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Chennai Super Kings""}",15,,Chennai Super Kings,bat,156,20,4,157,18.2,2,Rajasthan Royals,,8,"{""AM Rahane""}",f
2015,2015-04-19,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",16,,Royal Challengers Bangalore,field,209,20,7,191,20,7,Mumbai Indians,18,,"{""Harbhajan Singh""}",f
2015,2015-04-20,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",17,,Kolkata Knight Riders,field,146,20,8,147,18.1,4,Kolkata Knight Riders,,6,"{""UT Yadav""}",f
2015,2015-04-21,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Punjab Kings""}",18,,Punjab Kings,field,191,20,6,191,20,6,Punjab Kings,,,"{""SE Marsh""}",t
2015,2015-04-22,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",20,,Royal Challengers Bangalore,field,181,20,8,154,20,8,Chennai Super Kings,27,,"{""SK Raina""}",f
2015,2015-04-22,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",19,,Kolkata Knight Riders,field,176,20,4,101,12,4,Sunrisers Hyderabad,16,,"{""DA Warner""}",f
2015,2015-04-23,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",21,,Mumbai Indians,field,190,20,4,153,20,9,Delhi Daredevils,37,,"{""SS Iyer""}",f
2015,2015-04-24,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Royal Challengers Bangalore""}",22,,Royal Challengers Bangalore,field,130,20,9,134,16.1,1,Royal Challengers Bangalore,,9,"{""MA Starc""}",f
